Nom français V1;Nom latin V1;Type modification;Nom français V2;Nom latin V2;Rang 1;Rang 2;Rang 3;Rang 4;Type taxon;Protocole Aspifaune;Protocole Noctambules;Protocole Escargot;Protocole vers
Les Epeires à dessin de feuille de Chêne;Aculepeira, Neoscona;;Les Epeires à dessin de feuille de Chêne;Aculepeira, Neoscona;Les Araignées (Araneae);Les Epeires et autres Araneidae (Araneidae);;;taxon terminal;1;1;0;0
Les Epeires concombre;Araniella;;Les Epeires concombre;Araniella;Les Araignées (Araneae);Les Epeires et autres Araneidae (Araneidae);;;taxon terminal;1;1;0;0
Les Petites Araignées;Linyphiidae et autres familles;modifié (correction appelation);Les Petites Araignées;Linyphiidae, Theridiidae et autres familles;Les Araignées (Araneae);Les Petites Araignées (Linyphiidae, Theridiidae et autres familles);;;taxon intermédiaire;1;1;0;0
Les Araignées cracheuses;Scytodes;;Les Araignées cracheuses;Scytodes;Les Araignées (Araneae);Les Petites Araignées (Linyphiidae, Theridiidae et autres familles);;;taxon terminal;1;1;0;0
Les Lyniphiides;Linyphiidae;;Les Lyniphiides;Linyphiidae;Les Araignées (Araneae);Les Petites Araignées (Linyphiidae, Theridiidae et autres familles);;;taxon terminal;1;1;0;0
Les Linyphies groupe triangularis;Linyphia triangularis, tenuipalpis et maura;;Les Linyphies groupe triangularis;Linyphia triangularis, tenuipalpis et maura;Les Araignées (Araneae);Les Petites Araignées (Linyphiidae, Theridiidae et autres familles);;;taxon terminal;1;1;0;0
L'Erigone cul-noir;Ostearius melanopygius;;L'Erigone cul-noir;Ostearius melanopygius;Les Araignées (Araneae);Les Petites Araignées (Linyphiidae, Theridiidae et autres familles);;;taxon terminal;1;1;0;0
Les Zodarions;Zodarion;;Les Zodarions;Zodarion;Les Araignées (Araneae);Les Petites Araignées (Linyphiidae, Theridiidae et autres familles);;;taxon terminal;1;1;0;0
Les Mygales;Mygalomorphae;;Les Mygales;Mygalomorphae;Les Araignées (Araneae);Les Mygales (Mygalomorphae);;;taxon intermédiaire;1;1;0;0
Les Mygales à chausettes;Atypus;;Les Mygales à chausettes;Atypus;Les Araignées (Araneae);Les Mygales (Mygalomorphae);;;taxon terminal;1;1;0;0
Les Mygales Nemesia;Nemesia;;Les Mygales Nemesia;Nemesia;Les Araignées (Araneae);Les Mygales (Mygalomorphae);;;taxon terminal;1;1;0;0
Les Araignées sauteuses;Salticidae;;Les Araignées sauteuses;Salticidae;Les Araignées (Araneae);Les Araignées sauteuses (Salticidae);;;taxon intermédiaire;1;1;0;0
Les Saltiques à chevrons;Salticus scenicus et autres espèces;;Les Saltiques à chevrons;Salticus scenicus et autres espèces;Les Araignées (Araneae);Les Araignées sauteuses (Salticidae);;;taxon terminal;1;1;0;0
Les Saltiques myrmécomorphes;Leptorchestes, Myrmarachne, Synageles;;Les Saltiques myrmécomorphes;Leptorchestes, Myrmarachne, Synageles;Les Araignées (Araneae);Les Araignées sauteuses (Salticidae);;;taxon terminal;1;1;0;0
Le Saltique sanguinolent;Philaeus chrysops;;Le Saltique sanguinolent;Philaeus chrysops;Les Araignées (Araneae);Les Araignées sauteuses (Salticidae);;;taxon terminal;1;1;0;0
Les Saltiques Phlegra;Phlegra;;Les Saltiques Phlegra;Phlegra;Les Araignées (Araneae);Les Araignées sauteuses (Salticidae);;;taxon terminal;1;1;0;0
Le Saltique aux pieds barbus;Saitis barbipes;;Le Saltique aux pieds barbus;Saitis barbipes;Les Araignées (Araneae);Les Araignées sauteuses (Salticidae);;;taxon terminal;1;1;0;0
Le Saltique orangé;Carrhotus xanthogramma;;Le Saltique orangé;Carrhotus xanthogramma;Les Araignées (Araneae);Les Araignées sauteuses (Salticidae);;;taxon terminal;1;1;0;0
;;ajout;Le Saltique marqué;Aelurillus v-insignitus;Les Araignées (Araneae);Les Araignées sauteuses (Salticidae);;;taxon terminal;1;1;0;0
Les Heliophanes;Heliophanus;;Les Heliophanes;Heliophanus;Les Araignées (Araneae);Les Araignées sauteuses (Salticidae);;;taxon terminal;1;1;0;0
Les Araignées crabes;Thomisidae, Philodromidae;;Les Araignées crabes;Thomisidae, Philodromidae;Les Araignées (Araneae);Les Araignées crabes (Thomisidae, Philodromidae);;;taxon intermédiaire;1;1;0;0
Les Xystiques;Xysticus;;Les Xystiques;Xysticus;Les Araignées (Araneae);Les Araignées crabes (Thomisidae, Philodromidae);;;taxon terminal;1;1;0;0
Les Ozyptiles;Ozyptila;;Les Ozyptiles;Ozyptila;Les Araignées (Araneae);Les Araignées crabes (Thomisidae, Philodromidae);;;taxon terminal;1;1;0;0
Les Araignées crabes Philodromus;Philodromus;;Les Araignées crabes Philodromus;Philodromus;Les Araignées (Araneae);Les Araignées crabes (Thomisidae, Philodromidae);;;taxon terminal;1;1;0;0
Les Araignées crabes Thanatus;Thanatus;;Les Araignées crabes Thanatus;Thanatus;Les Araignées (Araneae);Les Araignées crabes (Thomisidae, Philodromidae);;;taxon terminal;1;1;0;0
Les Araignées crabes minces;Tibellus, Thanatus;;Les Araignées crabes minces;Tibellus, Thanatus;Les Araignées (Araneae);Les Araignées crabes (Thomisidae, Philodromidae);;;taxon terminal;1;1;0;0
L'Araignée crabe Ebrechtella;Ebrechtella tricuspidata;;L'Araignée crabe Ebrechtella;Ebrechtella tricuspidata;Les Araignées (Araneae);Les Araignées crabes (Thomisidae, Philodromidae);;;taxon terminal;1;1;0;0
L'Araignée crabe Napoléon;Synema globosum;;L'Araignée crabe Napoléon;Synema globosum;Les Araignées (Araneae);Les Araignées crabes (Thomisidae, Philodromidae);;;taxon terminal;1;1;0;0
L'Araignée crabe Runcinia;Runcinia grammica;;L'Araignée crabe Runcinia;Runcinia grammica;Les Araignées (Araneae);Les Araignées crabes (Thomisidae, Philodromidae);;;taxon terminal;1;1;0;0
Les Araignées crabes Diaea;Diaea;;Les Araignées crabes Diaea;Diaea;Les Araignées (Araneae);Les Araignées crabes (Thomisidae, Philodromidae);;;taxon terminal;1;1;0;0
Les Misumènes;Misumena;;Les Misumènes;Misumena;Les Araignées (Araneae);Les Araignées crabes (Thomisidae, Philodromidae);;;taxon terminal;1;1;0;0
Les Thomises;Thomisus;;Les Thomises;Thomisus;Les Araignées (Araneae);Les Araignées crabes (Thomisidae, Philodromidae);;;taxon terminal;1;1;0;0
Les Araignées crabes velues;Heriaeus;;Les Araignées crabes velues;Heriaeus;Les Araignées (Araneae);Les Araignées crabes (Thomisidae, Philodromidae);;;taxon terminal;1;1;0;0
Les Dysderides;Dysdera et Harpactea;;Les Dysderides;Dysdera et Harpactea;Les Araignées (Araneae);Les Dysderides (Dysdera et Harpactea);;;taxon intermédiaire;1;1;0;0
Les Harpactées;Harpactea;;Les Harpactées;Harpactea;Les Araignées (Araneae);Les Dysderides (Dysdera et Harpactea);Les Harpactées (Harpactea);;taxon terminal;1;1;0;0
L'Harpactée pattes-rayées;Harpactea hombergi;;L'Harpactée pattes-rayées;Harpactea hombergi;Les Araignées (Araneae);Les Dysderides (Dysdera et Harpactea);Les Harpactées (Harpactea);;;1;1;0;0
Les Dysdères;Dysdera;;Les Dysdères;Dysdera;Les Araignées (Araneae);Les Dysderides (Dysdera et Harpactea);;;taxon terminal;1;1;0;0
Les Araignées loups;Lycosidae;;Les Araignées loups;Lycosidae;Les Araignées (Araneae);Les Araignées loups (Lycosidae);;;taxon intermédiaire;1;1;0;0
Les Lycoses renards;Alopecosa;;Les Lycoses renards;Alopecosa;Les Araignées (Araneae);Les Araignées loups (Lycosidae);;;taxon terminal;1;1;0;0
Les Lycoses pirates;Pirata, Piratula;;Les Lycoses pirates;Pirata, Piratula;Les Araignées (Araneae);Les Araignées loups (Lycosidae);;;taxon terminal;1;1;0;0
L'Aulonie mains-blanches;Aulonia albimana;;L'Aulonie mains-blanches;Aulonia albimana;Les Araignées (Araneae);Les Araignées loups (Lycosidae);;;taxon terminal;1;1;0;0
Les Pardoses;Pardosa;;Les Pardoses;Pardosa;Les Araignées (Araneae);Les Araignées loups (Lycosidae);;;taxon terminal;1;1;0;0
Les Trochoses;Trochosa;;Les Trochoses;Trochosa;Les Araignées (Araneae);Les Araignées loups (Lycosidae);;;taxon terminal;1;1;0;0
Les Punaises;Heteroptera;;Les Punaises;Heteroptera;Les Punaises (Heteroptera);;;;taxon intermédiaire;1;1;0;0
Les Larves de Punaises;Heteroptera;;Les Larves de Punaises;Heteroptera;Les Punaises (Heteroptera);;;;taxon terminal;1;1;0;0
Les Punaises à gros yeux;Geocoridae;;Les Punaises à gros yeux;Geocoridae;Les Punaises (Heteroptera);;;;taxon terminal;1;1;0;0
Le Géocore à tête rouge;Geocoris erythrocephalus;;Le Géocore à tête rouge;Geocoris erythrocephalus;Les Punaises (Heteroptera);;;;taxon terminal;1;1;0;0
Les Saldides et Leptopodides;Saldidae, Leptopodidae;;Les Saldides et Leptopodides;Saldidae, Leptopodidae;Les Punaises (Heteroptera);;;;taxon terminal;1;1;0;0
Les Punaises plates;Aradidae;;Les Punaises plates;Aradidae;Les Punaises (Heteroptera);;;;taxon terminal;1;1;0;0
Les Punaises dentellières;Tingidae;;Les Punaises dentellières;Tingidae;Les Punaises (Heteroptera);;;;taxon terminal;1;1;0;0
Les Punaises cendrées;Piesmatidae;;Les Punaises cendrées;Piesmatidae;Les Punaises (Heteroptera);;;;taxon terminal;1;1;0;0
Les Cydnides;Cydnidae;;Les Cydnides;Cydnidae;Les Punaises (Heteroptera);Les Cydnides (Cydnidae);;;taxon intermédiaire;1;1;0;0
Les Cydnides à bord blanc;Cydnidae;;Les Cydnides à bord blanc;Cydnidae;Les Punaises (Heteroptera);Les Cydnides (Cydnidae);;;taxon terminal;1;1;0;0
Les Cydnides noires;Cydnidae;;Les Cydnides noires;Cydnidae;Les Punaises (Heteroptera);Les Cydnides (Cydnidae);;;taxon terminal;1;1;0;0
Les Punaises pies;Tritomegas;;Les Punaises pies;Tritomegas;Les Punaises (Heteroptera);Les Cydnides (Cydnidae);;;taxon terminal;1;1;0;0
La Cydnide de l'Euphorbe;Cydnus aterrimus;;La Cydnide de l'Euphorbe;Cydnus aterrimus;Les Punaises (Heteroptera);Les Cydnides (Cydnidae);;;taxon terminal;1;1;0;0
La Cydnide à deux points;Adomerus biguttatus;;La Cydnide à deux points;Adomerus biguttatus;Les Punaises (Heteroptera);Les Cydnides (Cydnidae);;;taxon terminal;1;1;0;0
Les Punaises à ailes non visibles;Scutelleridae et autres familles;;Les Punaises à ailes non visibles;Scutelleridae et autres familles;Les Punaises (Heteroptera);Les Punaises à ailes non visibles (Scutelleridae et autres familles);;;taxon intermédiaire;1;1;0;0
Les Podops;Podops inunctus et curvidens;;Les Podops;Podops inunctus et curvidens;Les Punaises (Heteroptera);Les Punaises à ailes non visibles (Scutelleridae et autres familles);;;taxon terminal;1;1;0;0
Le Pentatome rayé;Graphosoma italicum;;Le Pentatome rayé;Graphosoma italicum;Les Punaises (Heteroptera);Les Punaises à ailes non visibles (Scutelleridae et autres familles);;;taxon terminal;1;1;0;0
Le Pentatome ponctué;Graphosoma semipunctatum;;Le Pentatome ponctué;Graphosoma semipunctatum;Les Punaises (Heteroptera);Les Punaises à ailes non visibles (Scutelleridae et autres familles);;;taxon terminal;1;1;0;0
La Punaise Ancyrosoma;Ancyrosoma leucogrammes;;La Punaise Ancyrosoma;Ancyrosoma leucogrammes;Les Punaises (Heteroptera);Les Punaises à ailes non visibles (Scutelleridae et autres familles);;;taxon terminal;1;1;0;0
Les Punaises Eurygaster;Eurygaster maura et autres espèces;;Les Punaises Eurygaster;Eurygaster maura et autres espèces;Les Punaises (Heteroptera);Les Punaises à ailes non visibles (Scutelleridae et autres familles);;;taxon terminal;1;1;0;0
Les Punaises noires velues;Odontoscelis;;Les Punaises noires velues;Odontoscelis;Les Punaises (Heteroptera);Les Punaises à ailes non visibles (Scutelleridae et autres familles);;;taxon terminal;1;1;0;0
Les Punaises Scarabées;Thyreocoris scarabaeoides et fulvipennis;;Les Punaises Scarabées;Thyreocoris scarabaeoides et fulvipennis;Les Punaises (Heteroptera);Les Punaises à ailes non visibles (Scutelleridae et autres familles);;;taxon terminal;1;1;0;0
Le Coptosoma;Coptosoma scutellatum;;Le Coptosoma;Coptosoma scutellatum;Les Punaises (Heteroptera);Les Punaises à ailes non visibles (Scutelleridae et autres familles);;;taxon terminal;1;1;0;0
Les Punaises à bouclier;Pentatomidae et Acanthosomatidae;;Les Punaises à bouclier;Pentatomidae et Acanthosomatidae;Les Punaises (Heteroptera);Les Punaises à bouclier (Pentatomidae et Acanthosomatidae);;;taxon intermédiaire;1;1;0;0
La Punaise verte bleuâtre;Zicrona caerula;modifié (correction appelation);La Punaise verte bleuâtre;Zicrona caerulea;Les Punaises (Heteroptera);Les Punaises à bouclier (Pentatomidae et Acanthosomatidae);;;taxon terminal;1;1;0;0
La Punaise du chou;Eurydema oleracea;;La Punaise du chou;Eurydema oleracea;Les Punaises (Heteroptera);Les Punaises à bouclier (Pentatomidae et Acanthosomatidae);;;taxon terminal;1;1;0;0
Les Punaises Eurydema;Eurydema ornata et autres espèces;;Les Punaises Eurydema;Eurydema ornata et autres espèces;Les Punaises (Heteroptera);Les Punaises à bouclier (Pentatomidae et Acanthosomatidae);;;taxon terminal;1;1;0;0
La Punaise verte ponctuée;Nezara viridula;;La Punaise verte ponctuée;Nezara viridula;Les Punaises (Heteroptera);Les Punaises à bouclier (Pentatomidae et Acanthosomatidae);;;taxon terminal;1;1;0;0
Les Punaises allongées;Lygaeidae et autres familles;modifié (correction appelation);Les Punaises allongées;Lygaeidae, Miridae et autres familles;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon intermédiaire;1;1;0;0
Les Mirides;Miridae;;Les Mirides;Miridae;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon terminal;1;1;0;0
Le Gendarme;Pyrrhocoris apterus;;Le Gendarme;Pyrrhocoris apterus;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon terminal;1;1;0;0
La Punaise rouge méditerrannéenne;Scantius aegyptius;;La Punaise rouge méditerrannéenne;Scantius aegyptius;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon terminal;1;1;0;0
La Lygée familière;Tropidothorax leucopterus;;La Lygée familière;Tropidothorax leucopterus;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon terminal;1;1;0;0
Les Lygées rouges à points blancs;Lygaeus equestris et simulans;;Les Lygées rouges à points blancs;Lygaeus equestris et simulans;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon terminal;1;1;0;0
Les Lygées rouge terne;Arocatus roeselii et autres espèces;;Les Lygées rouge terne;Arocatus roeselii et autres espèces;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon terminal;1;1;0;0
La Punaise à damier;Spilostethus saxatilis;;La Punaise à damier;Spilostethus saxatilis;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon terminal;1;1;0;0
La Viole rouge;Spilostethus pandurus;;La Viole rouge;Spilostethus pandurus;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon terminal;1;1;0;0
La Punaise des boîtes aux lettres;Melanocoryphus albomaculatus;;La Punaise des boîtes aux lettres;Melanocoryphus albomaculatus;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon terminal;1;1;0;0
La Lygée superbe;Horvathiolus superbus;;La Lygée superbe;Horvathiolus superbus;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon terminal;1;1;0;0
La Corise de la Jusquiame;Corizus hyoscyami;;La Corise de la Jusquiame;Corizus hyoscyami;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon terminal;1;1;0;0
Le Rhyparochrome commun;Rhyparochromus vulgaris;;Le Rhyparochrome commun;Rhyparochromus vulgaris;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon terminal;1;1;0;0
Les Punaises inodores;Rhopalidae;;Les Punaises inodores;Rhopalidae;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);Les Punaises inodores (Rhopalidae);;taxon intermédiaire;1;1;0;0
Le Chorosome;Chorosoma schillingii;;Le Chorosome;Chorosoma schillingii;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);Les Punaises inodores (Rhopalidae);;taxon terminal;1;1;0;0
Le Myrmus;Myrmus miriformis;;Le Myrmus;Myrmus miriformis;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);Les Punaises inodores (Rhopalidae);;taxon terminal;1;1;0;0
Les Punaises à tête large;Alydidae;;Les Punaises à tête large;Alydidae;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon terminal;1;1;0;0
Les Punaises à échasses;Berytidae;;Les Punaises à échasses;Berytidae;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon terminal;1;1;0;0
Les Dicranocéphales;Dicranocephalus;;Les Dicranocéphales;Dicranocephalus;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon terminal;1;1;0;0
Les Coréides;Coreidae;;Les Coréides;Coreidae;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);Les Coréides (Coreidae);;taxon intermédiaire;1;1;0;0
La Punaise américaine;Leptoglossus occidentalis;;La Punaise américaine;Leptoglossus occidentalis;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);Les Coréides (Coreidae);;taxon terminal;1;1;0;0
Les Punaises demoiselles;Nabidae;;Les Punaises demoiselles;Nabidae;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);;;taxon terminal;1;1;0;0
Les Réduves;Reduviidae;;Les Réduves;Reduviidae;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);Les Réduves (Reduviidae);;taxon intermédiaire;1;1;0;0
La Punaise guitare;Phymata crassipes;;La Punaise guitare;Phymata crassipes;Les Punaises (Heteroptera);Les Punaises allongées (Lygaeidae, Miridae et autres familles);Les Réduves (Reduviidae);;taxon terminal;1;1;0;0
Les Coléoptères;Coleoptera;;Les Coléoptères;Coleoptera;Les Coléoptères (Coleoptera);;;;taxon intermédiaire;1;1;0;0
Les Cantharides;Cantharidae et Lampyridae;;Les Cantharides;Cantharidae et Lampyridae;Les Coléoptères (Coleoptera);;;;taxon terminal;1;1;0;0
Les Malachites;Malachiinae;;Les Malachites;Malachiinae;Les Coléoptères (Coleoptera);;;;taxon terminal;1;1;0;0
Les Dasytines;Dasytinae;;Les Dasytines;Dasytinae;Les Coléoptères (Coleoptera);;;;taxon terminal;1;1;0;0
Les Mordelles;Mordellidae;;Les Mordelles;Mordellidae;Les Coléoptères (Coleoptera);;;;taxon terminal;1;1;0;0
Les Longicornes;Cerambycidae;;Les Longicornes;Cerambycidae;Les Coléoptères (Coleoptera);;;;taxon terminal;1;1;0;0
Les Clairons;Cleridae;;Les Clairons;Cleridae;Les Coléoptères (Coleoptera);;;;taxon terminal;1;1;0;0
Les Méloïdes;Meloidae;;Les Méloïdes;Meloidae;Les Coléoptères (Coleoptera);;;;taxon terminal;1;1;0;0
Les Dermestes;Dermestidae;;Les Dermestes;Dermestidae;Les Coléoptères (Coleoptera);;;;taxon terminal;1;1;0;0
Les Buprestes;Buprestidae;;Les Buprestes;Buprestidae;Les Coléoptères (Coleoptera);;;;taxon terminal;1;1;0;0
Les Oedemerides;Oedemeridae;;Les Oedemerides;Oedemeridae;Les Coléoptères (Coleoptera);;;;taxon terminal;1;1;0;0
Les Tenebrions;Tenebrionidae;;Les Tenebrions;Tenebrionidae;Les Coléoptères (Coleoptera);;;;taxon terminal;1;1;0;0
Les Taupins;Elateridae;;Les Taupins;Elateridae;Les Coléoptères (Coleoptera);Les Taupins (Elateridae);;;taxon intermédiaire;1;1;0;0
Le Taupin à deux tâches;Calambus bipustulatus;;Le Taupin à deux tâches;Calambus bipustulatus;Les Coléoptères (Coleoptera);Les Taupins (Elateridae);;;taxon terminal;1;1;0;0
Les Taupins mouchetés;Elateridae;;Les Taupins mouchetés;Elateridae;Les Coléoptères (Coleoptera);Les Taupins (Elateridae);;;taxon terminal;1;1;0;0
Les Taupins rouges;Ampedus et autres genres;;Les Taupins rouges;Ampedus et autres genres;Les Coléoptères (Coleoptera);Les Taupins (Elateridae);;;taxon terminal;1;1;0;0
Les Coccinelles;Coccinellidae;;Les Coccinelles;Coccinellidae;Les Coléoptères (Coleoptera);Les Coccinelles (Coccinellidae);;;taxon intermédiaire;1;1;0;0
La Coccinelle à 7 points;Coccinella septempunctata;;La Coccinelle à 7 points;Coccinella septempunctata;Les Coléoptères (Coleoptera);Les Coccinelles (Coccinellidae);;;taxon terminal;1;1;0;0
La Coccinelle asiatique;Harmonia axyridis;;La Coccinelle asiatique;Harmonia axyridis;Les Coléoptères (Coleoptera);Les Coccinelles (Coccinellidae);;;taxon terminal;1;1;0;0
Les Coccinelles jaunes à points noirs;Psyllobora et autres genres;;Les Coccinelles jaunes à points noirs;Psyllobora et autres genres;Les Coléoptères (Coleoptera);Les Coccinelles (Coccinellidae);;;taxon terminal;1;1;0;0
La Coccinelle à 22 Points;Psyllobora vigintiduopunctata;;La Coccinelle à 22 Points;Psyllobora vigintiduopunctata;Les Coléoptères (Coleoptera);Les Coccinelles (Coccinellidae);;;taxon terminal;1;1;0;0
La Coccinelle à 14 Points;Propylea quatuordecimpunctata;;La Coccinelle à 14 Points;Propylea quatuordecimpunctata;Les Coléoptères (Coleoptera);Les Coccinelles (Coccinellidae);;;taxon terminal;1;1;0;0
La Coccinelle à 16 Points;Tytthaspis sedecimpunctata;;La Coccinelle à 16 Points;Tytthaspis sedecimpunctata;Les Coléoptères (Coleoptera);Les Coccinelles (Coccinellidae);;;taxon terminal;1;1;0;0
Les Chrysomèles;Chrysomelidae;;Les Chrysomèles;Chrysomelidae;Les Coléoptères (Coleoptera);Les Chrysomèles (Chrysomelidae);;;taxon intermédiaire;1;1;0;0
Les Craches-sang;Timarcha;modifié (correction appelation);Les Crache-sang;Timarcha;Les Coléoptères (Coleoptera);Les Chrysomèles (Chrysomelidae);;;taxon terminal;1;1;0;0
Les Bruches;Bruchinae et Urodontinae;;Les Bruches;Bruchinae et Urodontinae;Les Coléoptères (Coleoptera);Les Chrysomèles (Chrysomelidae);;;taxon terminal;1;1;0;0
Le Doriphore;Leptinotarsa decemlineata;modifié (correction appelation);Le Doryphore;Leptinotarsa decemlineata;Les Coléoptères (Coleoptera);Les Chrysomèles (Chrysomelidae);;;taxon terminal;1;1;0;0
Les Charançons;Curculionidae et autres familles;;Les Charançons;Curculionidae et autres familles;Les Coléoptères (Coleoptera);Les Charançons (Curculionidae et autres familles);;;taxon intermédiaire;1;1;0;0
Les Apions;Apionidae;modifié (correction appelation);Les Apions;Apioninae;Les Coléoptères (Coleoptera);Les Charançons (Curculionidae et autres familles);;;taxon terminal;1;1;0;0
Les Balanins;Curculio, Anthonomus;;Les Balanins;Curculio, Anthonomus;Les Coléoptères (Coleoptera);Les Charançons (Curculionidae et autres familles);;;taxon terminal;1;1;0;0
Les Charançons longs;Lixus et autres;;Les Charançons longs;Lixus et autres;Les Coléoptères (Coleoptera);Les Charançons (Curculionidae et autres familles);;;taxon terminal;1;1;0;0
Les Charançons verts;Phyllobius, Polydrusus;;Les Charançons verts;Phyllobius, Polydrusus;Les Coléoptères (Coleoptera);Les Charançons (Curculionidae et autres familles);;;taxon terminal;1;1;0;0
Les Carabes;Carabidae;;Les Carabes;Carabidae;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);;;taxon intermédiaire;1;1;0;0
Les Scaritines;Scaritinae;;Les Scaritines;Scaritinae;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);;;taxon terminal;1;1;0;0
Les Nebrinies;Nebria, Leistus;;Les Nebrinies;Nebria, Leistus;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);;;taxon terminal;1;1;0;0
Les Amaras;Amara;;Les Amaras;Amara;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);;;taxon terminal;1;1;0;0
Les Cicindèles;Cicindelidae;modifié (correction appelation);Les Cicindèles;Cicindelinae;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);;;taxon terminal;1;1;0;0
Les Calosomes;Calosoma;;Les Calosomes;Calosoma;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);;;taxon terminal;1;1;0;0
Les Cychres;Cychrus;;Les Cychres;Cychrus;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);;;taxon terminal;1;1;0;0
Le Diachrome allemand;Diachromus germanus;;Le Diachrome allemand;Diachromus germanus;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);;;taxon terminal;1;1;0;0
La Drypte dentée;Drypta dentata;;La Drypte dentée;Drypta dentata;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);;;taxon terminal;1;1;0;0
;;ajout;Les Bombardiers;Brachinus;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);;;taxon terminal;1;1;0;0
L'Anchomène des champs;Anchomenus dorsalis;;L'Anchomène des champs;Anchomenus dorsalis;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);;;taxon terminal;1;1;0;0
Les Petits Carabes;Bembidion et autres genres;;Les Petits Carabes;Bembidion et autres genres;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);Les Petits Carabes (Bembidion et autres genres);;taxon intermédiaire;1;1;0;0
Les Bembidions;Bembidion;;Les Bembidions;Bembidion;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);Les Petits Carabes (Bembidion et autres genres);;taxon terminal;1;1;0;0
Les Notiophiles;Notiophilus;;Les Notiophiles;Notiophilus;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);Les Petits Carabes (Bembidion et autres genres);;taxon terminal;1;1;0;0
Les Elaphres et Asaphidions;Elaphrus, Asaphidion;;Les Elaphres et Asaphidions;Elaphrus, Asaphidion;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);Les Petits Carabes (Bembidion et autres genres);;taxon terminal;1;1;0;0
Les Carabus;Carabus;;Les Carabus;Carabus;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);Les Carabus (Carabus);;taxon intermédiaire;1;1;0;0
Le Carabe doré;Carabus auratus;;Le Carabe doré;Carabus auratus;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);Les Carabus (Carabus);;taxon terminal;1;1;0;0
Le Carabe à reflets cuivrés;Carabus auronitens;;Le Carabe à reflets cuivrés;Carabus auronitens;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);Les Carabus (Carabus);;taxon terminal;1;1;0;0
Le Carabe chancelé;Carabus cancellatus;;Le Carabe chancelé;Carabus cancellatus;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);Les Carabus (Carabus);;taxon terminal;1;1;0;0
Le Carabe violacé;Carabus violaceus;;Le Carabe violacé;Carabus violaceus;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);Les Carabus (Carabus);;taxon terminal;1;1;0;0
Le Carabe de bois;Carabus nemoralis;modifié (correction appelation);Le Carabe des bois;Carabus nemoralis;Les Coléoptères (Coleoptera);Les Carabes (Carabidae);Les Carabus (Carabus);;taxon terminal;1;1;0;0
