"thesaurus_bdd";"Nom français V1";"Nom latin V1";"Type de modification";"Nom français V2";"Nom latin V2";"Rang 1";"Rang 2";"Rang 3";"Rang 4";"Regroupement1a";"Regroupement1b";"Regroupement2a";"Regroupement2b";"Regroupement3";"Embranchement";"Sous-embranchement";"Classe";"Sous_classe&Infra_classe";"Ordre";"SousOrdre";"Famille";"Type taxon";"Niv_deter_global";"Niv_deter_detail";"Nb_sp";"Protocole Aspifaune";"Protocole Noctambules";"Protocole Escargot";"Protocole vers";"id_thesaurus_final";"id_thesaurus_bdd"
"qubs.taxon";"Le Carabe espagnol";"Carabus hispanus";"";"Le Carabe espagnol";"Carabus hispanus";"Les Coléoptères (Coleoptera)";"Les Carabes (Carabidae)";"Les Carabus (Carabus)";"";"Les Insectes";"Les Carabes";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"438";"499"
"qubs.taxon";"Le Carabe granuleux";"Carabus granulatus";"";"Le Carabe granuleux";"Carabus granulatus";"Les Coléoptères (Coleoptera)";"Les Carabes (Carabidae)";"Les Carabus (Carabus)";"";"Les Insectes";"Les Carabes";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"435";"496"
"qubs.taxon";"Le Carabe problématique";"Carabus problematicus";"";"Le Carabe problématique";"Carabus problematicus";"Les Coléoptères (Coleoptera)";"Les Carabes (Carabidae)";"Les Carabus (Carabus)";"";"Les Insectes";"Les Carabes";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"433";"494"
"qubs.taxon";"Le Carabe violacé";"Carabus violaceus";"";"Le Carabe violacé";"Carabus violaceus";"Les Coléoptères (Coleoptera)";"Les Carabes (Carabidae)";"Les Carabus (Carabus)";"";"Les Insectes";"Les Carabes";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"432";"492"
"qubs.taxon";"Les Petits Carabes";"Bembidion et autres genres";"";"Les Petits Carabes";"Bembidion et autres genres";"Les Coléoptères (Coleoptera)";"Les Carabes (Carabidae)";"Les Petits Carabes (Bembidion et autres genres)";"";"Les Insectes";"Les Carabes";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon intermédiaire";"Plusieurs genres";"xxxx";"";"1";"1";"0";"0";"424";"478"
"qubs.taxon";"Les Bembidions";"Bembidion";"";"Les Bembidions";"Bembidion";"Les Coléoptères (Coleoptera)";"Les Carabes (Carabidae)";"Les Petits Carabes (Bembidion et autres genres)";"";"Les Insectes";"Les Carabes";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"425";"481"
"qubs.taxon";"Les Elaphres et Asaphidions";"Elaphrus, Asaphidion";"";"Les Elaphres et Asaphidions";"Elaphrus, Asaphidion";"Les Coléoptères (Coleoptera)";"Les Carabes (Carabidae)";"Les Petits Carabes (Bembidion et autres genres)";"";"Les Insectes";"Les Carabes";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Plusieurs genres";"xxxx";"";"1";"1";"0";"0";"427";"483"
"qubs.taxon";"Les Notiophiles";"Notiophilus";"";"Les Notiophiles";"Notiophilus";"Les Coléoptères (Coleoptera)";"Les Carabes (Carabidae)";"Les Petits Carabes (Bembidion et autres genres)";"";"Les Insectes";"Les Carabes";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"426";"479"
"qubs.taxon";"Les Charançons";"Curculionidae et autres familles";"";"Les Charançons";"Curculionidae et autres familles";"Les Coléoptères (Coleoptera)";"Les Charançons (Curculionidae et autres familles)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon intermédiaire";"Plusieurs familles";"Plusieurs familles de coléoptères regroupés sous le terme vernaculaire """"charançons""""";"";"1";"1";"0";"0";"411";"472"
"qubs.taxon";"Les Apions";"Apionidae";"modif_appelation";"Les Apions";"Apioninae";"Les Coléoptères (Coleoptera)";"Les Charançons (Curculionidae et autres familles)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Sous-famille";"Sous-famille";"";"1";"1";"0";"0";"51";"473"
"qubs.taxon";"Les Balanins";"Curculio, Anthonomus";"";"Les Balanins";"Curculio, Anthonomus";"Les Coléoptères (Coleoptera)";"Les Charançons (Curculionidae et autres familles)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Plusieurs genres";"Deux (?) genres de la même famille regroupé sous le terme vernaculaire """"balanins""""";"";"1";"1";"0";"0";"412";"474"
"qubs.taxon";"Les Charançons longs";"Lixus et autres";"";"Les Charançons longs";"Lixus et autres";"Les Coléoptères (Coleoptera)";"Les Charançons (Curculionidae et autres familles)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Plusieurs genres";"Plusieurs genre de la même famille ayant une caractéristique morphologique commune : corps allongé";"";"1";"1";"0";"0";"413";"475"
"qubs.taxon";"Les Charançons verts";"Phyllobius, Polydrusus";"";"Les Charançons verts";"Phyllobius, Polydrusus";"Les Coléoptères (Coleoptera)";"Les Charançons (Curculionidae et autres familles)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Plusieurs genres";"Deux (?) genres de la même famille ayant une caractéristique morphologique commune : corps vert";"";"1";"1";"0";"0";"414";"476"
"qubs.taxon";"Les Chrysomèles";"Chrysomelidae";"";"Les Chrysomèles";"Chrysomelidae";"Les Coléoptères (Coleoptera)";"Les Chrysomèles (Chrysomelidae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon intermédiaire";"Famille";"Famille";"800";"1";"1";"0";"0";"409";"468"
"qubs.taxon";"Le Doriphore";"Leptinotarsa decemlineata";"modif_appelation";"Le Doryphore";"Leptinotarsa decemlineata";"Les Coléoptères (Coleoptera)";"Les Chrysomèles (Chrysomelidae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"50";"471"
"qubs.taxon";"Les Bruches";"Bruchinae et Urodontinae";"";"Les Bruches";"Bruchinae et Urodontinae";"Les Coléoptères (Coleoptera)";"Les Chrysomèles (Chrysomelidae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Sous-famille";"Sous famille (à diviser ?)";"";"1";"1";"0";"0";"410";"470"
"qubs.taxon";"Les Craches-sang";"Timarcha";"modif_appelation";"Les Crache-sang";"Timarcha";"Les Coléoptères (Coleoptera)";"Les Chrysomèles (Chrysomelidae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"49";"469"
"qubs.taxon";"Les Coccinelles";"Coccinellidae";"";"Les Coccinelles";"Coccinellidae";"Les Coléoptères (Coleoptera)";"Les Coccinelles (Coccinellidae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon intermédiaire";"Famille";"Famille";"112";"1";"1";"0";"0";"402";"461"
"qubs.taxon";"La Coccinelle à 14 Points";"Propylea quatuordecimpunctata";"";"La Coccinelle à 14 Points";"Propylea quatuordecimpunctata";"Les Coléoptères (Coleoptera)";"Les Coccinelles (Coccinellidae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"407";"466"
"qubs.taxon";"La Coccinelle à 16 Points";"Tytthaspis sedecimpunctata";"";"La Coccinelle à 16 Points";"Tytthaspis sedecimpunctata";"Les Coléoptères (Coleoptera)";"Les Coccinelles (Coccinellidae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"408";"467"
"qubs.taxon";"La Coccinelle à 22 Points";"Psyllobora vigintiduopunctata";"";"La Coccinelle à 22 Points";"Psyllobora vigintiduopunctata";"Les Coléoptères (Coleoptera)";"Les Coccinelles (Coccinellidae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"406";"465"
"qubs.taxon";"La Coccinelle à 7 points";"Coccinella septempunctata";"";"La Coccinelle à 7 points";"Coccinella septempunctata";"Les Coléoptères (Coleoptera)";"Les Coccinelles (Coccinellidae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"403";"462"
"qubs.taxon";"La Coccinelle asiatique";"Harmonia axyridis";"";"La Coccinelle asiatique";"Harmonia axyridis";"Les Coléoptères (Coleoptera)";"Les Coccinelles (Coccinellidae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"404";"463"
"qubs.taxon";"Les Coccinelles jaunes à points noirs";"Psyllobora et autres genres";"";"Les Coccinelles jaunes à points noirs";"Psyllobora et autres genres";"Les Coléoptères (Coleoptera)";"Les Coccinelles (Coccinellidae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Plusieurs genres";"xxxx ?";"";"1";"1";"0";"0";"405";"464"
"qubs.taxon";"Les Histerides";"Histeridae";"";"Les Histerides";"Histeridae";"Les Coléoptères (Coleoptera)";"Les Histerides (Histeridae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon intermédiaire";"Famille";"Famille";"";"1";"1";"0";"0";"449";"514"
"qubs.taxon";"Les Histers à tâches rouges";"Hister";"";"Les Histers à tâches rouges";"Hister";"Les Coléoptères (Coleoptera)";"Les Histerides (Histeridae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Genre";"Genre (complet ?)";"";"1";"1";"0";"0";"450";"515"
"qubs.taxon";"Les Byrrhides";"Byrrhidae";"";"Les Byrrhides";"Byrrhidae";"Les Coléoptères (Coleoptera)";"Les Petits Coléoptères à antennes en massue (Coleoptera)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"462";"532"
"qubs.taxon";"Les Latridiides";"Latridiidae";"";"Les Latridiides";"Latridiidae";"Les Coléoptères (Coleoptera)";"Les Petits Coléoptères à antennes en massue (Coleoptera)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"460";"530"
"qubs.taxon";"Les Nitidulides";"Nitidulidae";"";"Les Nitidulides";"Nitidulidae";"Les Coléoptères (Coleoptera)";"Les Petits Coléoptères à antennes en massue (Coleoptera)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"459";"529"
"qubs.taxon";"Les Petits Coléoptères à antennes en massue";"Coleoptera";"";"Les Petits Coléoptères à antennes en massue";"Coleoptera";"Les Coléoptères (Coleoptera)";"Les Petits Coléoptères à antennes en massue (Coleoptera)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Ordre";"Ordre";"";"1";"1";"0";"0";"458";"528"
"qubs.taxon";"Les Phalacrides";"Phalacridae";"";"Les Phalacrides";"Phalacridae";"Les Coléoptères (Coleoptera)";"Les Petits Coléoptères à antennes en massue (Coleoptera)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"461";"531"
"qubs.taxon";"Les Scarabées";"Scarabaeidae";"modif_appelation";"Les Scarabées";"Scarabaeoidea";"Les Coléoptères (Coleoptera)";"Les Scarabées (Scarabaeoidea)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon intermédiaire";"Super-famille";"Super-famille";"";"1";"1";"0";"0";"58";"519"
"qubs.taxon";"Les Aphodiens";"Aphodiinae";"";"Les Aphodiens";"Aphodiinae";"Les Coléoptères (Coleoptera)";"Les Scarabées (Scarabaeoidea)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Sous-famille";"Sous-famille";"";"1";"1";"0";"0";"453";"521"
"qubs.taxon";"Les Cétoines";"Cetoniinae";"";"Les Cétoines";"Cetoniinae";"Les Coléoptères (Coleoptera)";"Les Scarabées (Scarabaeoidea)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Sous-famille";"Sous-famille";"";"1";"1";"0";"0";"455";"525"
"qubs.taxon";"Les Dynastides";"Dynastidae";"";"Les Dynastides";"Dynastidae";"Les Coléoptères (Coleoptera)";"Les Scarabées (Scarabaeoidea)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"454";"523"
"qubs.taxon";"Les Géotrupes";"Geotrupidae";"";"Les Géotrupes";"Geotrupidae";"Les Coléoptères (Coleoptera)";"Les Scarabées (Scarabaeoidea)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"457";"518"
"qubs.taxon";"Les Hannetons";"Melolonthinae";"modif_regroupement";"Les Hannetons";"Rutelinae, Melolonthinae";"Les Coléoptères (Coleoptera)";"Les Scarabées (Scarabaeoidea)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Famille";"Deux sous familles regroupés sous le terme vernaculaire """"hannetons"""".";"";"1";"1";"0";"0";"61";"522"
"qubs.taxon";"Les Lucanes";"Lucanidae";"";"Les Lucanes";"Lucanidae";"Les Coléoptères (Coleoptera)";"Les Scarabées (Scarabaeoidea)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"451";"516"
"qubs.taxon";"Les Onthophages";"Onthophagus";"";"Les Onthophages";"Onthophagus";"Les Coléoptères (Coleoptera)";"Les Scarabées (Scarabaeoidea)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"452";"520"
"qubs.taxon";"Les Trogides";"Trogidae";"";"Les Trogides";"Trogidae";"Les Coléoptères (Coleoptera)";"Les Scarabées (Scarabaeoidea)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"456";"517"
"qubs.taxon";"Les Sylphes noirs";"Phosphuga et Silpha";"modif_appelation";"Les Silphes noirs";"Phosphuga et Silpha";"Les Coléoptères (Coleoptera)";"Les Silphides (Silphidae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Plusieurs genres";"Deux (?) genres de la famille des sylphidae ayant une caractéristique commune : corps noir";"";"1";"1";"0";"0";"57";"527"
"qubs.taxon";"Les Sylphides";"Silphidae";"modif_appelation";"Les Silphides";"Silphidae";"Les Coléoptères (Coleoptera)";"Les Silphides (Silphidae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"56";"526"
"qubs.taxon";"Les Staphylins";"Staphylinidae";"";"Les Staphylins";"Staphylinidae";"Les Coléoptères (Coleoptera)";"Les Staphylins (Staphylinidae)";"";"";"Les Insectes";"Les Staphylins";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon intermédiaire";"Famille";"Famille";"";"1";"1";"0";"0";"439";"503"
"qubs.taxon";"Le Scaphidium à 4 tâches";"Scaphidium quadrimaculatum";"";"Le Scaphidium à 4 tâches";"Scaphidium quadrimaculatum";"Les Coléoptères (Coleoptera)";"Les Staphylins (Staphylinidae)";"";"";"Les Insectes";"Les Staphylins";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"440";"455"
"qubs.taxon";"Le Staphylin bourdon";"Emus hirtus";"";"Le Staphylin bourdon";"Emus hirtus";"Les Coléoptères (Coleoptera)";"Les Staphylins (Staphylinidae)";"";"";"Les Insectes";"Les Staphylins";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"447";"511"
"qubs.taxon";"Les Staphylins à gros yeux";"Stenus";"";"Les Staphylins à gros yeux";"Stenus";"Les Coléoptères (Coleoptera)";"Les Staphylins (Staphylinidae)";"";"";"Les Insectes";"Les Staphylins";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"442";"505"
"qubs.taxon";"Les Staphylins à raies d'or";"Platydracus, Staphylinus";"";"Les Staphylins à raies d'or";"Platydracus, Staphylinus";"Les Coléoptères (Coleoptera)";"Les Staphylins (Staphylinidae)";"";"";"Les Insectes";"Les Staphylins";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Plusieurs genres";"Deux ? genres de la même famille ayant une caractéristique morphologique commune : ???";"";"1";"1";"0";"0";"445";"508"
"qubs.taxon";"Les Staphylins à thorax étranglé";"Rugilus, Astenus";"";"Les Staphylins à thorax étranglé";"Rugilus, Astenus";"Les Coléoptères (Coleoptera)";"Les Staphylins (Staphylinidae)";"";"";"Les Insectes";"Les Staphylins";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Plusieurs genres";"Deux ? genres de la même famille ayant une caractéristique morphologique commune : ???";"";"1";"1";"0";"0";"443";"506"
"qubs.taxon";"Les Staphylins Ocypus";"Ocypus olens et autres espèces";"modif_appelation";"Les Staphylins Ocypus";"Ocypus";"Les Coléoptères (Coleoptera)";"Les Staphylins (Staphylinidae)";"";"";"Les Insectes";"Les Staphylins";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"54";"509"
"qubs.taxon";"Les Staphylins Ontholestes";"Ontholestes";"";"Les Staphylins Ontholestes";"Ontholestes";"Les Coléoptères (Coleoptera)";"Les Staphylins (Staphylinidae)";"";"";"Les Insectes";"Les Staphylins";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"444";"507"
"qubs.taxon";"Les Staphylins Paedurus";"Paedurus";"modif_appelation";"Les Staphylins Paederus";"Paederus";"Les Coléoptères (Coleoptera)";"Les Staphylins (Staphylinidae)";"";"";"Les Insectes";"Les Staphylins";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"55";"512"
"qubs.taxon";"Les Tachyporines";"Tachyporinae";"";"Les Tachyporines";"Tachyporinae";"Les Coléoptères (Coleoptera)";"Les Staphylins (Staphylinidae)";"";"";"Les Insectes";"Les Staphylins";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Sous-famille";"Sous-famille";"";"1";"1";"0";"0";"441";"504"
"qubs.taxon";"Les Xantholines";"Xantholinini";"";"Les Xantholines";"Xantholinini";"Les Coléoptères (Coleoptera)";"Les Staphylins (Staphylinidae)";"";"";"Les Insectes";"Les Staphylins";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Tribu";"Tribu";"";"1";"1";"0";"0";"448";"513"
"qubs.taxon";"L'Oxypore roux";"Oxyporus rufus";"";"L'Oxypore roux";"Oxyporus rufus";"Les Coléoptères (Coleoptera)";"Les Staphylins (Staphylinidae)";"";"";"Les Insectes";"Les Staphylins";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"446";"510"
"qubs.taxon";"Les Taupins";"Elateridae";"";"Les Taupins";"Elateridae";"Les Coléoptères (Coleoptera)";"Les Taupins (Elateridae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon intermédiaire";"Famille";"Famille";"";"1";"1";"0";"0";"398";"457"
"qubs.taxon";"Le Taupin à deux tâches";"Calambus bipustulatus";"";"Le Taupin à deux tâches";"Calambus bipustulatus";"Les Coléoptères (Coleoptera)";"Les Taupins (Elateridae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"399";"458"
"qubs.taxon";"Les Taupins mouchetés";"Elateridae";"";"Les Taupins mouchetés";"Elateridae";"Les Coléoptères (Coleoptera)";"Les Taupins (Elateridae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Plusieurs genres";"Plusieurs espèces de la famille des Elateridae ayant une caractéristique morphologique commune : élytres mouchetés";"";"1";"1";"0";"0";"400";"459"
"qubs.taxon";"Les Taupins rouges";"Ampedus et autres genres";"";"Les Taupins rouges";"Ampedus et autres genres";"Les Coléoptères (Coleoptera)";"Les Taupins (Elateridae)";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Plusieurs espèces de la famille des Elateridae ayant une caractéristique morphologique commune : élytres rouge";"Plusieurs espèces de la famille des Elateridae ayant une caractéristique morphologique commune : élytres rouge";"";"1";"1";"0";"0";"401";"460"
