"thesaurus_bdd";"Nom français V1";"Nom latin V1";"Type de modification";"Nom français V2";"Nom latin V2";"Rang 1";"Rang 2";"Rang 3";"Rang 4";"Regroupement1a";"Regroupement1b";"Regroupement2a";"Regroupement2b";"Regroupement3";"Embranchement";"Sous-embranchement";"Classe";"Sous_classe&Infra_classe";"Ordre";"SousOrdre";"Famille";"Type taxon";"Niv_deter_global";"Niv_deter_detail";"Nb_sp";"Protocole Aspifaune";"Protocole Noctambules";"Protocole Escargot";"Protocole vers";"id_thesaurus_final";"id_thesaurus_bdd"
"qubs.taxon";"Le Ver luisant, larve et femelle";"Lampyris noctiluca";"";"Le Ver luisant, larve et femelle";"Lampyris noctiluca";"Les Larves et chenilles (Insecta)";"";"";"";"Les Insectes";"Les Larves d'insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Espèce";"Espèce ?";"préciser que plusieurs espèces avant MAJ thésaurus ?";"1";"1";"0";"0";"66";"78"
"qubs.taxon";"Les Driles, larves et femelles";"Drilus";"";"Les Driles, larves et femelles";"Drilus";"Les Larves et chenilles (Insecta)";"";"";"";"Les Insectes";"Les Larves d'insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Genre";"Genre (stade larvaire et femelle)";"";"1";"1";"0";"0";"65";"77"
"qubs.taxon";"Les Larves de Cétoines";"Cetoniinae";"";"Les Larves de Cétoines";"Cetoniinae";"Les Larves et chenilles (Insecta)";"";"";"";"Les Insectes";"Les Larves d'insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Sous-famille";"Sous-famille (stades larvaires)";"";"1";"1";"0";"0";"68";"80"
"qubs.taxon";"Les Larves de Hannetons";"Rutelinae, Melolonthinae";"";"Les Larves de Hannetons";"Rutelinae, Melolonthinae";"Les Larves et chenilles (Insecta)";"";"";"";"Les Insectes";"Les Larves d'insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Plusieurs genres";"Stades larvaires de deux sous-familles de Scarabéidés regroupé sous le terme vernaculaire """"hannetons""""";"";"1";"1";"0";"0";"69";"81"
"qubs.taxon";"Les Larves de Staphylins et Carabes";"Staphylinidae, Carabidae";"";"Les Larves de Staphylins et Carabes";"Staphylinidae, Carabidae";"Les Larves et chenilles (Insecta)";"";"";"";"Les Insectes";"Les Larves d'insectes";"Les Insectes";"Les Carabes et Staphylins";"Les Carabes et Staphylins";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Plusieurs familles";"Stades larvaires de 2 familles de coléoptères";"";"1";"1";"0";"0";"64";"76"
"qubs.taxon";"Les Larves de Taupins";"Elateridae";"";"Les Larves de Taupins";"Elateridae";"Les Larves et chenilles (Insecta)";"";"";"";"Les Insectes";"Les Larves d'insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Famille";"Famille, stades larvaires";"";"1";"1";"0";"0";"67";"79"
"qubs.taxon";"Les Perces-oreilles";"Dermaptera";"modif_appelation";"Les Perce-oreilles";"Dermaptera";"Les Perces-oreilles (Dermaptera)";"";"";"";"Les Insectes";"Les Perce-oreilles";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Dermaptera";"";"";"taxon intermédiaire";"Ordre";"Ordre";"";"1";"1";"0";"0";"30";"230"
"qubs.taxon";"Les Perces-oreilles à ailes visibles";"Forficula et autres genres";"modif_appelation";"Les Perce-oreilles à ailes visibles";"Forficula, Labiduria et autres genres";"Les Perces-oreilles (Dermaptera)";"";"";"";"Les Insectes";"Les Perce-oreilles";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Dermaptera";"";"";"taxon intermédiaire";"Plusieurs genres";"Plusieurs genres/espèces de Dermaptères ayant une caractéristique mrophologique commune : ailes visibles";"";"1";"1";"0";"0";"31";"231"
"qubs.taxon";"Les Perce-oreilles aux ailes cachées";"Forficula, Chelidura et autres genres";"";"Les Perce-oreilles aux ailes cachées";"Forficula, Chelidura et autres genres";"Les Perces-oreilles (Dermaptera)";"";"";"";"Les Insectes";"Les Perce-oreilles";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Dermaptera";"";"";"taxon intermédiaire";"Plusieurs genres";"Plusieurs genres/epèces de Dermaptères ayan une caractéristique mrophologique commune : ailes cachées";"";"1";"1";"0";"0";"199";"239"
"qubs.taxon";"Les Perce-oreilles sans élytres";"Anisolabidinae";"";"Les Perce-oreilles sans élytres";"Anisolabidinae";"Les Perces-oreilles (Dermaptera)";"";"";"";"Les Insectes";"Les Perce-oreilles";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Dermaptera";"";"";"taxon intermédiaire";"Plusieurs genres";"Plusieurs genres/epèces de Dermaptères ayant une caractéristique mrophologique commune : Elytres absentes";"";"1";"1";"0";"0";"196";"236"
"qubs.taxon";"La Forficule commune";"Forficula auricularia";"";"La Forficule commune";"Forficula auricularia";"Les Perces-oreilles (Dermaptera)";"";"";"";"Les Insectes";"Les Perce-oreilles";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Dermaptera";"";"";"taxon terminal";"Morphoespèce";"?";"complexe d'espèces";"1";"1";"0";"0";"192";"232"
"qubs.taxon";"La Forficule de Lesne";"Forficula lesnei";"";"La Forficule de Lesne";"Forficula lesnei";"Les Perces-oreilles (Dermaptera)";"";"";"";"Les Insectes";"Les Perce-oreilles";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Dermaptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"202";"242"
"qubs.taxon";"La Forficule moyenne";"Apterygida albipennis";"";"La Forficule moyenne";"Apterygida albipennis";"Les Perces-oreilles (Dermaptera)";"";"";"";"Les Insectes";"Les Perce-oreilles";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Dermaptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"200";"240"
"qubs.taxon";"La Forficule pubescente";"Guanchia pubescens";"";"La Forficule pubescente";"Guanchia pubescens";"Les Perces-oreilles (Dermaptera)";"";"";"";"Les Insectes";"Les Perce-oreilles";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Dermaptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"203";"243"
"qubs.taxon";"La Forficule trompeuse";"Forficula decipiens";"";"La Forficule trompeuse";"Forficula decipiens";"Les Perces-oreilles (Dermaptera)";"";"";"";"Les Insectes";"Les Perce-oreilles";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Dermaptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"201";"241"
"qubs.taxon";"Le Perce-oreille à deux points";"Anechura bipunctata";"";"Le Perce-oreille à deux points";"Anechura bipunctata";"Les Perces-oreilles (Dermaptera)";"";"";"";"Les Insectes";"Les Perce-oreilles";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Dermaptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"195";"235"
"qubs.taxon";"Le Perce-oreille annelé";"Euborellia annulipes";"";"Le Perce-oreille annelé";"Euborellia annulipes";"Les Perces-oreilles (Dermaptera)";"";"";"";"Les Insectes";"Les Perce-oreilles";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Dermaptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"198";"238"
"qubs.taxon";"Le Perce-oreille des rivages";"Labidura riparia";"";"Le Perce-oreille des rivages";"Labidura riparia";"Les Perces-oreilles (Dermaptera)";"";"";"";"Les Insectes";"Les Perce-oreilles";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Dermaptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"194";"234"
"qubs.taxon";"Le Perce-oreille triste";"Euborellia moesta";"";"Le Perce-oreille triste";"Euborellia moesta";"Les Perces-oreilles (Dermaptera)";"";"";"";"Les Insectes";"Les Perce-oreilles";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Dermaptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"197";"237"
"qubs.taxon";"Le Petit Perce-oreille";"Labia minor";"";"Le Petit Perce-oreille";"Labia minor";"Les Perces-oreilles (Dermaptera)";"";"";"";"Les Insectes";"Les Perce-oreilles";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Dermaptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"193";"233"
"qubs.taxon";"Les Chélidoures";"Chelidura, Chelidurella";"";"Les Chélidoures";"Chelidura, Chelidurella";"Les Perces-oreilles (Dermaptera)";"";"";"";"Les Insectes";"Les Perce-oreilles";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Dermaptera";"";"";"taxon terminal";"Plusieurs genres";"Deux genres ?";"";"1";"1";"0";"0";"204";"244"
"qubs.taxon";"Les Pseudochélidoures";"Pseudochelidura";"";"Les Pseudochélidoures";"Pseudochelidura";"Les Perces-oreilles (Dermaptera)";"";"";"";"Les Insectes";"Les Perce-oreilles";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Dermaptera";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"205";"245"
"qubs.taxon";"Les Larves de Stratiomyides";"Stratiomyidae";"";"Les Larves de Stratiomyides";"Stratiomyidae";"Les Larves et chenilles (Insecta)";"";"";"";"Les Insectes";"Les Larves d'insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Diptera";"";"";"taxon terminal";"Famille";"Famille, stades larvaires";"";"1";"1";"0";"0";"72";"85"
"qubs.taxon";"Les Larves de Tipules";"Tipulidae";"";"Les Larves de Tipules";"Tipulidae";"Les Larves et chenilles (Insecta)";"";"";"";"Les Insectes";"Les Larves d'insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Diptera";"";"";"taxon terminal";"Famille";"Famille, stades larvaires";"";"1";"1";"0";"0";"71";"84"
"qubs.taxon";"Les Embioptères";"Embioptera";"";"Les Embioptères";"Embioptera";"Les Embioptères (Embioptera)";"";"";"";"Les Insectes";"Les Autres insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Embioptera";"";"";"taxon terminal";"Ordre";"Ordre";"3";"1";"1";"0";"0";"157";"193"
"qubs.taxon";"Les Nymphes de Cigales";"Cicadidae";"";"Les Nymphes de Cigales";"Cicadidae";"Les Larves et chenilles (Insecta)";"";"";"";"Les Insectes";"Les Larves";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Famille";"Famille, stade nymphal";"";"1";"1";"0";"0";"73";"86"
"qubs.taxon";"Les Punaises";"Heteroptera";"";"Les Punaises";"Heteroptera";"Les Punaises (Heteroptera)";"";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon intermédiaire";"Sous-ordre";"Sous-ordre";"";"1";"1";"0";"0";"336";"393"
"qubs.taxon";"Le Géocore à tête rouge";"Geocoris erythrocephalus";"";"Le Géocore à tête rouge";"Geocoris erythrocephalus";"Les Punaises (Heteroptera)";"";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"339";"396"
"qubs.taxon";"Les Larves de Punaises";"Heteroptera";"";"Les Larves de Punaises";"Heteroptera";"Les Punaises (Heteroptera)";"";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Sous-ordre";"Sous-ordre, stades larvaires";"";"1";"1";"0";"0";"337";"394"
"qubs.taxon";"Les Punaises à gros yeux";"Geocoridae";"";"Les Punaises à gros yeux";"Geocoridae";"Les Punaises (Heteroptera)";"";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"338";"395"
"qubs.taxon";"Les Punaises cendrées";"Piesmatidae";"";"Les Punaises cendrées";"Piesmatidae";"Les Punaises (Heteroptera)";"";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"343";"400"
"qubs.taxon";"Les Punaises dentellières";"Tingidae";"";"Les Punaises dentellières";"Tingidae";"Les Punaises (Heteroptera)";"";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"342";"399"
"qubs.taxon";"Les Punaises plates";"Aradidae";"";"Les Punaises plates";"Aradidae";"Les Punaises (Heteroptera)";"";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"341";"398"
"qubs.taxon";"Les Saldides et Leptopodides";"Saldidae, Leptopodidae";"";"Les Saldides et Leptopodides";"Saldidae, Leptopodidae";"Les Punaises (Heteroptera)";"";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Plusieurs familles";"2 familles";"";"1";"1";"0";"0";"340";"397"
"qubs.taxon";"Les Cydnides";"Cydnidae";"";"Les Cydnides";"Cydnidae";"Les Punaises (Heteroptera)";"Les Cydnides (Cydnidae)";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon intermédiaire";"Famille";"Famille";"";"1";"1";"0";"0";"344";"402"
"qubs.taxon";"La Cydnide à deux points";"Adomerus biguttatus";"";"La Cydnide à deux points";"Adomerus biguttatus";"Les Punaises (Heteroptera)";"Les Cydnides (Cydnidae)";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"349";"407"
"qubs.taxon";"La Cydnide de l'Euphorbe";"Cydnus aterrimus";"";"La Cydnide de l'Euphorbe";"Cydnus aterrimus";"Les Punaises (Heteroptera)";"Les Cydnides (Cydnidae)";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"348";"406"
"qubs.taxon";"Les Cydnides à bord blanc";"Cydnidae";"";"Les Cydnides à bord blanc";"Cydnidae";"Les Punaises (Heteroptera)";"Les Cydnides (Cydnidae)";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Plusieurs genres";"Plusieurs espèces de Géocoridae ayant une caractéristique morphologique commune : bords du thorax et/ou élytres blancs";"";"1";"1";"0";"0";"345";"403"
"qubs.taxon";"Les Cydnides noires";"Cydnidae";"";"Les Cydnides noires";"Cydnidae";"Les Punaises (Heteroptera)";"Les Cydnides (Cydnidae)";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Plusieurs genres";"Plusieurs espèces de Géocoridae ayant une caractéristique morphologique commune : Corps entièrement noir";"";"1";"1";"0";"0";"346";"404"
"qubs.taxon";"Les Punaises pies";"Tritomegas";"";"Les Punaises pies";"Tritomegas";"Les Punaises (Heteroptera)";"Les Cydnides (Cydnidae)";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"347";"405"
"qubs.taxon";"Les Punaises à ailes non visibles";"Scutelleridae et autres familles";"";"Les Punaises à ailes non visibles";"Scutelleridae et autres familles";"Les Punaises (Heteroptera)";"Les Punaises à ailes non visibles (Scutelleridae et autres familles)";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon intermédiaire";"Plusieurs familles";"Plusieurs familles de punaises ayant une caractéristique morphologique commune : ailes cachées sous un scutellum";"";"1";"1";"0";"0";"350";"408"
"qubs.taxon";"La Punaise Ancyrosoma";"Ancyrosoma leucogrammes";"";"La Punaise Ancyrosoma";"Ancyrosoma leucogrammes";"Les Punaises (Heteroptera)";"Les Punaises à ailes non visibles (Scutelleridae et autres familles)";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"354";"412"
"qubs.taxon";"Le Coptosoma";"Coptosoma scutellatum";"";"Le Coptosoma";"Coptosoma scutellatum";"Les Punaises (Heteroptera)";"Les Punaises à ailes non visibles (Scutelleridae et autres familles)";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"358";"416"
"qubs.taxon";"Le Pentatome ponctué";"Graphosoma semipunctatum";"";"Le Pentatome ponctué";"Graphosoma semipunctatum";"Les Punaises (Heteroptera)";"Les Punaises à ailes non visibles (Scutelleridae et autres familles)";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"353";"411"
"qubs.taxon";"Le Pentatome rayé";"Graphosoma italicum";"";"Le Pentatome rayé";"Graphosoma italicum";"Les Punaises (Heteroptera)";"Les Punaises à ailes non visibles (Scutelleridae et autres familles)";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"352";"410"
"qubs.taxon";"Les Podops";"Podops inunctus et curvidens";"";"Les Podops";"Podops inunctus et curvidens";"Les Punaises (Heteroptera)";"Les Punaises à ailes non visibles (Scutelleridae et autres familles)";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Genre";"Genre";"2";"1";"1";"0";"0";"351";"409"
"qubs.taxon";"Les Punaises Eurygaster";"Eurygaster maura et autres espèces";"";"Les Punaises Eurygaster";"Eurygaster maura et autres espèces";"Les Punaises (Heteroptera)";"Les Punaises à ailes non visibles (Scutelleridae et autres familles)";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"355";"413"
"qubs.taxon";"Les Punaises noires velues";"Odontoscelis";"";"Les Punaises noires velues";"Odontoscelis";"Les Punaises (Heteroptera)";"Les Punaises à ailes non visibles (Scutelleridae et autres familles)";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"356";"414"
"qubs.taxon";"Les Punaises Scarabées";"Thyreocoris scarabaeoides et fulvipennis";"";"Les Punaises Scarabées";"Thyreocoris scarabaeoides et fulvipennis";"Les Punaises (Heteroptera)";"Les Punaises à ailes non visibles (Scutelleridae et autres familles)";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon terminal";"Morphoespèce";"Deux espèces du genre Thyreocoris";"2";"1";"1";"0";"0";"357";"415"
"qubs.taxon";"Les Punaises à bouclier";"Pentatomidae et Acanthosomatidae";"";"Les Punaises à bouclier";"Pentatomidae et Acanthosomatidae";"Les Punaises (Heteroptera)";"Les Punaises à bouclier (Pentatomidae et Acanthosomatidae)";"";"";"Les Insectes";"Les Punaises";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hemiptera";"";"";"taxon intermédiaire";"Plusieurs familles";"Deux familles de punaises ayant une caractéristique morphologique commune : Corps en forme de bouclier";"";"1";"1";"0";"0";"359";"417"
